Date of Inventory Valuation,Time of Inventory Valuation,Date Inventory Received,Time Inventory Received,Invoice ID,Invoice Line #,State Tracking ID,Batch,Receiving License,Product Type,Subtype,Brand,Product Name,Classification,Tier,Available,Reserved,Packed & Ready,Unit Cost,Amount,Unit of Measure,Total Cost,Unit Price,Potential Gross Sales,Location,Date Last Received,Time Last Received,Packaged Date,External Invoice ID,Manifest #,Harvest Batch,Production Batch #,Attributes,Product Barcodes,Inventory Barcodes,Distributor,Distributor License,Harvest Date,Manufacture Date,Expiration Date,Lab Testing State,Total Mg THC,Total Mg CBD,Size,Extraction Method,External ID,Inventory Type,Alpha Bisabolol Lab Result,Alpha Humulene Lab Result,Alpha Pinene Lab Result,Beta Caryophyllene Lab Result,Beta Myrcene Lab Result,Beta Pinene Lab Result,Caryophyllene Lab Result,Cbd Lab Result,Cbda Lab Result,Cbg Lab Result,Cbn Lab Result,Eucalyptol Lab Result,Limonene Lab Result,Linalool Lab Result,Thc Lab Result,Thca Lab Result
"07/27/2025","08:13 AM","04/03/2025","11:14:56","e713374f-e6cf-4b89-83a1-361da56d1316","509500df-88c9-4293-8c75-3687436f584f","1MX8A25H9NVUX6XWYTUMI4R5","3EPAT","","CBD","OIL","BAILEYS","BAILEY'S CBD OIL FOR CATS -100MG 15ML BOTTLE","","","7.000000","0.000000","0.000000","12.000000","100","MILLIGRAMS","84.000000000000","24.0","168.0","A. LIVE ADULT USE PRODUCTS","04/03/2025","14:06:29","","# 0669 (CBD)","","","","CBD","","9Tf","BAILEY'S CBD","0000000000001","","","07/01/2026","","","","100 MG","","8e0f3f78-d35a-4a3b-9f32-d11b4b597400","ALL",
"07/27/2025","08:13 AM","07/10/2025","14:28:28","007c4b1c-eb7f-44e8-8dfe-a014753dbc09","7800d027-b8bc-4456-a984-b6bc79c5a415","1A41103000002BF000130594","RBZ37","RE000727","EXTRACT","LIVE RESIN BADDER","KIND TREE","KIND TREE 1G JMO LIVE RESIN BADDER","INDICA","","13.000000","0.000000","0.000000","26.000000","1","GRAMS","338.000000000000","65.0","845.0","A. LIVE ADULT USE PRODUCTS","07/10/2025","14:36:18","06/09/2025","#6893(AU)","0001096784","","","RELAXING,HEAVY,CALMING,BADDER,LIVE RESIN,FRUITY,DIESEL,KUSH","","49N","TERRASCEND NJ","MM000005","","","11/28/2025","","","","1 G","","d740e182-9cd4-4057-ba05-0b2dce4a533a","ADULT",0.09 %,0.75 %,0.11 %,1.76 %,0.68 %,0.16 %,,0.15 %,0.17 %,0.35 %,,,1.56 %,,67.62 %,74.35 %
"07/27/2025","08:13 AM","06/26/2025","13:37:45","985c8084-f90b-42ae-9b28-0ccee8e087e9","8979d2a0-95c0-4e4f-b7e5-e23a1a5ea8c9","1A4110300006339000025022","7VU8T","RE000727","EDIBLE","GUMMY","WYLD","WYLD 100MG 10PK 2:1 ELDERBERRY THC:CBN GUMMIES","INDICA","","17.000000","0.000000","0.000000","11.050000","100","MILLIGRAMS","187.850000000000","26.0","442.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:46:45","05/21/2025","#000753","0001088508","","","SLEEP,NIGHTTIME RELAXATION,WINDING DOWN,WYLD,100MG 10PK,GUMMY,THC:CBN,INDICA,RATIO,EDIBLE,ELDERBERRY,ELDERBERRY","","Dxi","WYLD","M000117","","","11/14/2025","","100.0","","100 MG","","ea1bcdae-e1a2-43cc-971b-763f263149d0","ADULT",
"07/27/2025","08:13 AM","05/29/2025","14:31:41","53c3e8ab-1f6a-45d5-881a-14a4e1c1afbb","8a9b7696-c7a5-443a-b027-e0f0a519c635","1A4110300001CE9000206472","D39L1","RE000727","FLOWER","PRE-PACK","RYTHM","RYTHM 3.5G BROWNIE SCOUT FLOWER","INDICA","","10.000000","0.000000","0.000000","27.500000","3.5","GRAMS","275.000000000000","55.0","550.0","A. LIVE ADULT USE PRODUCTS","05/29/2025","14:42:55","05/28/2025","# 208149","0001069555","","","TOP SHELF","","Yxm","GREEN THUMB INDUSTRIES","","","","11/16/2025","","","","3.5 G","","c6b40d33-a721-4331-a2d7-12eeb23f3afe","ADULT",0.09 %,0.14 %,0.08 %,0.48 %,0.38 %,0.09 %,,,,0.4 %,,,0.77 %,,26.68 %,30.18 %
"07/27/2025","08:13 AM","07/17/2025","12:38:35","8a801b24-d0b8-47d7-b734-36544d7a4188","92fb5aab-4374-46db-abe5-9694dc0aec19","1A411030000206D000047323","22LU7","RE000727","PREROLL","FLOWER","FERNWAY","FERNWAY 1G SATIVA PREROLL","SATIVA","","24.000000","0.000000","0.000000","7.200000","1","GRAMS","172.800000000000","16.0","384.0","BACKSTOCK ADULT USE","07/17/2025","12:48:05","07/16/2025","#017821 (AU)","0001101600","","","TOP SHELF","","LYY","FERNWAY GARDEN STATE LLC","M000074","","","12/19/2025","","","","1 G","","48beea3d-3520-4f5f-8617-80988a774737","ADULT",,0.11 %,,0.25 %,,,,,,0.23 %,,,,,31.2 %,33.33 %
"07/27/2025","08:13 AM","07/17/2025","12:38:35","8a801b24-d0b8-47d7-b734-36544d7a4188","b26d6aa7-800c-4b1b-86a1-fea397809221","1A411030000206D000047316","UYNTM","RE000727","CARTRIDGE","READY TO USE","FERNWAY","FERNWAY 0.3G LAVENDER DREAM TRAVELER","INDICA","","24.000000","0.000000","0.000000","12.800000","0.3","GRAMS","307.200000000000","32.0","768.0","BACKSTOCK ADULT USE","07/17/2025","12:48:05","07/16/2025","#017821 (AU)","0001101600","","","0.3G,LAVENDER DREAM,DISPOSABLE,FERNWAY","","JCg","FERNWAY GARDEN STATE LLC","M000074","","","01/04/2026","","","","0.3 G","","b2363b1b-a35b-45d0-9be7-62e06a52cd1f","ADULT",0.14 %,0.04 %,,0.21 %,0.72 %,,,,,2.52 %,0.31 %,0.05 %,1.15 %,,88.93 %,
"07/27/2025","08:13 AM","07/17/2025","12:38:35","8a801b24-d0b8-47d7-b734-36544d7a4188","b7971ee6-6565-4125-9c73-b2679503dc8f","1A411030000206D000047321","4B9ZZ","RE000727","CARTRIDGE","510 THREAD","FERNWAY","FERNWAY PINELAND DIESEL 1G CARTRIDGE","SATIVA","","24.000000","0.000000","0.000000","24.000000","1","GRAMS","576.000000000000","60.0","1440.0","BACKSTOCK ADULT USE","07/17/2025","12:48:05","07/16/2025","#017821 (AU)","0001101600","","","CARTRIDGE","","ULl","FERNWAY GARDEN STATE LLC","M000074","","","06/15/2026","","","","1 G","","732a6126-972a-4ef8-bc5e-2fa63a7aed26","ADULT",,0.04 %,0.12 %,1.3 %,0.68 %,0.13 %,,,,5.0 %,0.75 %,,0.34 %,,84.32 %,
"07/27/2025","08:13 AM","06/18/2025","15:26:04","108095af-fb39-4131-932e-851217bfa617","972b037f-b665-4c67-a2c1-a000750aa4d5","1A41103000034BD000005316","ZFI5C","RE000727","EDIBLE","GUMMY","THE GROWFATHER","THE GROWFATHER 100MG 10PK THC:CBN DREAM BERRY NANO-INFUSED GUMMY - 100 MG - 10 PACK","INDICA","","38.000000","0.000000","0.000000","10.416667","100","MILLIGRAMS","395.833346000000","30.0","1140.0","A. LIVE ADULT USE PRODUCTS","06/18/2025","15:35:00","06/17/2025","# 0000619","0001083174","","","RELAXED,SLEEP,NANO,GUMMY","","WB4","LITTLE LEAF LABS LLC","M000090","","","10/16/2025","","","","100 MG","","73d4bb66-d02d-448c-9c45-84e6371d53f9","ADULT",
"07/27/2025","08:13 AM","04/03/2025","11:14:56","e713374f-e6cf-4b89-83a1-361da56d1316","f1d3c9c4-8179-4905-be16-a348fe1e1adb","D9NVU0EGMIISCASH7D29WAQD","NXV6E","","CBD","EDIBLE","BAILEYS","BAILEY'S HIP & JOINT CBD SOFT CHEWS - 5 COUNT 'ON-THE-GO' PACK","","","17.000000","0.000000","0.000000","2.500000","15","MILLIGRAMS","42.500000000000","5.0","85.0","A. LIVE ADULT USE PRODUCTS","04/03/2025","14:06:29","","# 0669 (CBD)","","","","","","dIa","BAILEY'S CBD","0000000000001","","","03/01/2027","","","","15 MG","","652e28cc-9625-4895-8f23-e03425d30e17","ALL",
"07/27/2025","08:13 AM","07/10/2025","14:28:28","007c4b1c-eb7f-44e8-8dfe-a014753dbc09","b77891e2-0cf8-483f-885c-829e1599f8a4","1A41103000002BF000130603","DTPZ0","RE000727","EDIBLE","GUMMY","WANA","WANA OPTIMALS FAST ASLEEP 20MG 10PK SOFT LOZENGES","INDICA","","20.000000","0.000000","0.000000","12.000000","20","MILLIGRAMS","240.000000000000","30.0","600.0","A. LIVE ADULT USE PRODUCTS","07/10/2025","14:36:18","05/12/2025","#6893(AU)","0001096784","","","RATIO,GUMMY","","KzL","TERRASCEND NJ","MM000005","","","10/10/2025","","20.0","","20 MG","","78ac7d55-9735-4848-ae3c-a809f9d86c7e","ADULT",
"07/27/2025","08:13 AM","06/26/2025","13:12:40","aeb97f9b-f74c-425e-8994-aa325ecf7e70","80c0e5b1-9de2-4b68-9d91-6d195e9ccd94","1A4110300006E8D000010181","R1736","RE000727","EXTRACT","KIEF","SNEAKY PETE'S RAZZLE DAZZLE","SNEAKY PETE'S RAZZLE DAZZLE 2G PALOMA SPRITZ KIEF","HYBRID","","17.000000","0.000000","0.000000","16.150000","2","GRAMS","274.550000000000","38.0","646.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:16:01","06/25/2025","#m1162","0001088631","","","KIEF","","ETp","GARDEN GREENS NJ","mc000000001","","","12/17/2025","","","","2 G","","b7587da6-fcf2-40b6-919c-daea2339c838","ADULT",0.09 %,0.14 %,,0.58 %,0.62 %,,,,,,,,0.12 %,,46.85 %,51.77 %
"07/27/2025","08:13 AM","04/14/2025","11:01:30","4e012a80-264b-48ee-885c-f01700da4cc0","dcb7a39e-fbb3-4d02-9f7a-d0311f61c3a2","1A41103000002BF000103882","DZY0Q","RE000727","EDIBLE","OTHER","WANA","WANA OPTIMALS STAY ASLEEP 100MG 10PK SOFT LOZENGES","INDICA","","10.000000","0.000000","0.000000","15.000000","100","MILLIGRAMS","150.000000000000","30.0","300.0","A. LIVE ADULT USE PRODUCTS","04/14/2025","11:19:23","04/04/2025","#5381 (AU)","0001039122","","","GUMMY,RATIO","","gqg","TERRASCEND NJ","MM000005","","","08/21/2025","","100.0","","100 MG","","91ccb638-f71d-4c5b-b780-dd7f59322bd9","ADULT",
"07/27/2025","08:13 AM","04/03/2025","11:14:56","e713374f-e6cf-4b89-83a1-361da56d1316","1d25719a-bf2f-405a-b689-00b27b27891a","WGOZN2A2V7VT7ZWBFF7IHSY7","SKT45","","CBD","EDIBLE","BAILEYS","BAILEY'S CALMING CBD CAT CHEWS","","","4.000000","0.000000","0.000000","10.000000","90","GRAMS","40.000000000000","20.0","80.0","A. LIVE ADULT USE PRODUCTS","04/03/2025","14:06:29","","# 0669 (CBD)","","","","CBD","","cT6","BAILEY'S CBD","0000000000001","","","02/25/2027","","","","90 G","","cc3d1d36-79c7-4ae9-a9ec-baa3f98a9a2e","ALL",
"07/27/2025","08:13 AM","04/07/2025","14:12:29","5e194503-b5b8-4393-88ed-7c042614ffc2","f2a26b0b-0caf-40b9-9137-bbee8f0c65b8","1A4110300006E8D000004835","HRKG3-ADJ-3","RE000727","PREROLL","FLOWER","SNEAKY PETE'S","SNEAKY PETE'S 1G HEIR HEADS INFUSED PREROLL","HYBRID","","1.000000","0.000000","0.000000","11.000000","1","GRAMS","11.000000000000","22.0","22.0","A. LIVE ADULT USE PRODUCTS","04/07/2025","14:23:46","04/04/2025","M0438 (AU)","","","","1G,SNEAKY PETE'S,INFUSED","","4eP","GARDEN GREENS NJ","mc000000001","","","09/24/2025","","","","1 G","","5807717e-e313-461f-8794-db1921dd8588","ADULT",0.09 %,0.4 %,0.02 %,0.74 %,0.09 %,0.03 %,,,,,,,0.31 %,,38.78 %,29.64 %
"07/27/2025","08:13 AM","06/18/2025","12:21:24","e6a659ff-60eb-4cf8-964e-66d5c376b695","82c19ed8-852a-4dc0-8cde-c50a7ed95507","1A4110300000002000155947","668KE","RE000727","FLOWER","PRE-PACK","BLACK BUDDHA","BLACK BUDDHA 3.5G DREAM BUSTER BARZ FLOWER - 3.5 G","INDICA","","37.000000","0.000000","0.000000","20.250000","3.5","GRAMS","749.250000000000","45.0","1665.0","A. LIVE ADULT USE PRODUCTS","06/18/2025","12:24:31","05/13/2025","# 998863","0001079352","","","BODY HIGH,MOOD ENHANCING,CEREBRAL,SWEET SPOT,CREAMY,EARTHY,NUTTY","","BU0","ASCEND NEW JERSEY","9292020","","","11/13/2025","","","","3.5 G","","0ed7707f-a4aa-4ff2-b09c-98ebeb099b5b","ADULT",0.02 %,0.15 %,0.02 %,0.38 %,0.41 %,,,,,,,,0.3 %,,20.66 %,23.31 %
"07/27/2025","08:13 AM","06/26/2025","13:37:45","985c8084-f90b-42ae-9b28-0ccee8e087e9","b5764036-5196-46f7-b091-c405f9095788","1A4110300006339000026216","6POJ0","RE000727","EDIBLE","OTHER","WYLD","WYLD SAMPLE 10MG 10PK KIWI GUMMIES - 10 MG - 10 PACK","","","7.000000","0.000000","0.000000","0.010000","10","MILLIGRAMS","0.070000000000","0.01","0.07","EMPLOYEE SAMPLES","06/26/2025","13:46:45","06/06/2025","#000753","0001088508","","","","","DKA","WYLD","M000117","","","","","10.0","","10 MG","","fdad317e-cc7e-4e7a-bdca-d8267f6e80ea","ADULT",
"07/27/2025","08:13 AM","06/26/2025","13:34:53","fbb402bd-f228-4d12-a84a-d1aff32f0e70","23c6bfd1-b03d-44cd-b791-cd0f9dc46b30","1A41103000000CA000135890","UTOQN-RTN-1","RE000727","CARTRIDGE","DISTILLATE","SIMPLY HERB","SIMPLY HERB TROPICAL THUNDER 1G CARTRIDGE","HYBRID","","1.000000","0.000000","0.000000","17.000000","1","GRAMS","17.000000000000","40.0","40.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:36:44","05/15/2025","#1010962","0001086741","","","CARTRIDGE","","gUA","ASCEND NEW JERSEY","9292020","","","05/15/2026","","","","1 G","","9a45c8b9-126a-44c5-83aa-f4c7a9cad48d","ADULT",,,,0.22 %,0.44 %,0.12 %,,,,2.87 %,0.31 %,,0.65 %,,86.63 %,
"07/27/2025","08:13 AM","05/15/2025","17:12:04","870fac98-4497-408f-9e0f-b8e5b6fd0906","3166cfad-2a84-4e33-ada5-9ebd0a8c7004","1A411030000445D000016196","Z72E5","RE000727","EDIBLE","GUMMY","LOST FARMS","LOST FARMS THORN BERRY X OG KUSH LIVE RESIN GUMMIES 100MG 10PK","INDICA","","5.000000","0.000000","0.000000","14.000000","100","MILLIGRAMS","70.000000000000","30.0","150.0","A. LIVE ADULT USE PRODUCTS","05/15/2025","18:35:49","05/14/2025"," # 594234 ( AU )","0001060296","","","LIVE RESIN,GUMMY,RATIO","","HeA","GARDEN SOCIETY","m00000001","","","10/01/2025","","","","100 MG","","580ac95b-535c-490b-906a-65bba98b1155","ADULT",
"07/27/2025","08:13 AM","05/15/2025","15:26:58","90b172ab-d2ae-4c1d-8b58-f948ace718a2","2a9a7df3-693e-4686-ae96-6520621fb71d","1A4110300001CE9000211592","9NFWW","RE000727","EDIBLE","GUMMY","RYTHM","RYTHM 100MG 10PK WATERMELON SOLVENTLESS GUMMY","INDICA","","16.000000","0.000000","0.000000","13.500000","100","MILLIGRAMS","216.000000000000","30.0","480.0","A. LIVE ADULT USE PRODUCTS","05/15/2025","16:52:26","05/14/2025","# 206042 ( AU ) ","0001061041","","","RELAXATION,EUPHORIA,GUMMY,LIVE ROSIN,WATERMELON,EARTHY","","qct","GREEN THUMB INDUSTRIES","","","","10/24/2025","","","","100 MG","","0334dfce-e6fa-421b-907f-a0d848669ab4","ADULT",
"07/27/2025","08:13 AM","05/15/2025","17:12:04","870fac98-4497-408f-9e0f-b8e5b6fd0906","0fe3f639-36da-4904-bf15-ccdd27b242df","1A411030000445D000016194","Q7RRJ","RE000727","EDIBLE","GUMMY","LOST FARMS","LOST FARMS RASPBERRY X SUNSET MINTZ LIVE RESIN GUMMIES 100MG 10PK","INDICA","","4.000000","0.000000","0.000000","14.000000","100","MILLIGRAMS","56.000000000000","30.0","120.0","A. LIVE ADULT USE PRODUCTS","05/15/2025","18:35:49","05/14/2025"," # 594234 ( AU )","0001060296","","","EUPHORIC,RELAXING,100MG 10PK,GUMMY,LIVE RESIN,SWEET,TANGY,EARTHY,RASPBERRY","","2f4","GARDEN SOCIETY","m00000001","","","09/25/2025","","","","100 MG","","9312ad54-96c5-4b1b-9c35-b91ede9c98a0","ADULT",
"07/27/2025","08:13 AM","04/04/2025","21:12:38","5d00e9de-6cc9-481e-ab08-9f62a5f9a598","cfd74f2c-0983-4cb8-b8d5-f5d3492eba25","1A4110300006339000017651","SYJ60","RE000727","EDIBLE","GUMMY","WYLD","WYLD 100MG 10PK 1:1 PEAR THC:CBG GUMMIES","HYBRID","","21.000000","0.000000","0.000000","13.000000","100","MILLIGRAMS","273.000000000000","26.0","546.0","A. LIVE ADULT USE PRODUCTS","04/05/2025","11:52:27","02/25/2025","#000437 (AU)","#10333635","","","BALANCE,REJUVENATION,MIND & BODY SUPPORT,100MG 10PK,HYBRID,1:1,WYLD,THC:CBG,RATIO,PEAR,EDIBLE,GUMMY,PEAR","","Ukc","WYLD","M000117","","","08/18/2025","","100.0","","100 MG","","b39f7ca0-7a4a-4f6b-88ea-db02c79f248e","ADULT",
"07/27/2025","08:13 AM","04/04/2025","21:12:38","5d00e9de-6cc9-481e-ab08-9f62a5f9a598","afdda223-7f0d-4e72-ac7f-ba8a7848ec20","1A4110300006339000017860","YV2DZ","RE000727","EDIBLE","GUMMY","WYLD","WYLD 50MG 10PK 2:1 PEACH CBD:THC GUMMIES","HYBRID","","29.000000","0.000000","0.000000","11.000000","50","MILLIGRAMS","319.000000000000","22.0","638.0","A. LIVE ADULT USE PRODUCTS","04/05/2025","11:52:27","02/26/2025","#000437 (AU)","#10333635","","","GENTLE,RECOVERY PROMOTING,MILD PSYCHOACTIVITY,PEACH,RATIO,EDIBLE,100MG 10PK,GUMMY,2:1,CBD:THC,WYLD,PEACH","","BZq","WYLD","M000117","","","08/20/2025","","50.0","100.0","50 MG","","90187d6d-e570-4c1d-967d-4aaa19c2a026","ADULT",
"07/27/2025","08:13 AM","07/02/2025","13:48:53","f65ce8e4-8109-49c4-a0b5-85fc40c71424","e3a29ac7-4a05-4983-9fd4-c1c0f4a2ca77","1A41103000002BF000106744","POO4W","RE000727","EDIBLE","OTHER","WANA","WANA QUICK STRAWBERRY MARGARITA 1:1 100MG 10 PK SOFT LOZENGES","HYBRID","","15.000000","0.000000","0.000000","11.250000","100","MILLIGRAMS","168.750000000000","30.0","450.0","A. LIVE ADULT USE PRODUCTS","07/02/2025","13:49:47","05/06/2025","#6789 (AU)","0001092103","","","EDIBLE,QUICK STRAWBERRY MARGARITA 1:1 100MG 10 PK,RATIO,GUMMY,WANA,HYBRID","","vmv","TERRASCEND NJ","MM000005","","","10/01/2025","","100.0","","100 MG","","17f52248-4bd5-47d5-af2f-acb759258fd6","ADULT",,,,,,,,0.2215 %,,3.5936 %,0.5121 %,,,,92.9589 %,
"07/27/2025","08:13 AM","04/03/2025","11:14:56","e713374f-e6cf-4b89-83a1-361da56d1316","892f171a-acae-452e-8dc3-b43c9ac22a26","MSLMTX8E6VCDNWRXECIUW5TW","M3EGC","","CBD","OTHER","BAILEYS","BAILEY'S CBD PAW & NOSE BALM - 50MG 1/2OZ TIN","","","16.000000","0.000000","0.000000","4.000000","50","MILLIGRAMS","64.000000000000","8.0","128.0","A. LIVE ADULT USE PRODUCTS","04/03/2025","14:06:29","","# 0669 (CBD)","","","","","","jqb","BAILEY'S CBD","0000000000001","","","05/01/2026","","","","50 MG","","f68ade4e-8303-4b58-ba12-c7674e3ab747","ALL",
"07/27/2025","08:13 AM","10/02/2024","18:51:41","547c0dd6-0f57-49eb-8bc5-02d9882870e8","ecb25ad4-18d2-444a-b094-3fcf26089a75","EGLEU4HRCQVVXDBUNVS5WDEM","RJVR7","","MERCH","OTHER","LUVBUDS","2.5' DOWN STEM | 14MM/18MM GLASS-ON-GLASS","","","1.000000","0.000000","0.000000","2.000000","","","2.000000000000","4.0","4.0","ANCILLARY","10/02/2024","21:46:58","","","","","","","","bBX","LUVBUDS","","","","","","","","ONE SIZE","","69ceeb4f-4ae8-430b-9c9f-3e8317fe0f9e","ALL",
"07/27/2025","08:13 AM","06/10/2025","13:37:36","ec582219-a857-4cd2-b033-520b1b5b9267","e3cbd86a-d7ec-4eb6-aed1-bd0738ee5c34","1A4110300001CE9000214535","LKGNJ","RE000727","EXTRACT","LIVE RESIN","RYTHM","RYTHM 1G BROWNIE SCOUT LIVE RESIN","INDICA","","23.000000","0.000000","0.000000","25.000000","1","GRAMS","575.000000000000","75.0","1725.0","A. LIVE ADULT USE PRODUCTS","06/10/2025","14:09:14","06/05/2025","# 209983","0001075107","","","LIVE RESIN","","0J6","GREEN THUMB INDUSTRIES","","","","11/02/2025","","","","1 G","","d545f6f2-3d36-4c3c-a3c3-ce9e7f68b883","ADULT",0.29 %,0.51 %,0.22 %,1.85 %,1.05 %,0.25 %,,,,0.55 %,,,2.66 %,,73.96 %,83.69 %
"07/27/2025","08:13 AM","07/10/2025","14:28:28","007c4b1c-eb7f-44e8-8dfe-a014753dbc09","1e14a926-bb61-44fe-a723-022e95881f66","1A41103000002BF000130600","FLF5I","RE000727","CARTRIDGE","510 THREAD","LEGEND","LEGEND 1G CHERRY PIE CARTRIDGE","INDICA","","20.000000","0.000000","0.000000","22.500000","1","GRAMS","450.000000000000","60.0","1200.0","BACKSTOCK ADULT USE","07/10/2025","14:36:18","06/09/2025","#6893(AU)","0001096784","","","CARTRIDGE","","TkI","TERRASCEND NJ","MM000005","","","","","","","1 G","","4852253b-4c4d-4bb9-9c64-ca6a04a8c14d","ADULT",
"07/27/2025","08:13 AM","01/09/2025","12:21:39","b7460470-a5f7-414c-9e2f-6f401979d970","6141d60e-dc5b-4075-a575-faf48ba9cd0a","1A4110300001CE9000099264","FRI9H-2","RE000727","CARTRIDGE","ALL-IN-ONE","&SHINE","&SHINE GHOST TRAIN HAZE (NCD) 300MG","SATIVA","","2.000000","0.000000","0.000000","12.500000","0.3","GRAMS","25.000000000000","35.0","70.0","QUARANTINE","01/09/2025","12:46:50","01/08/2025","185936","0000931744","","","DISPOSABLE","","aQu","GREEN THUMB INDUSTRIES","","12/10/2024","","06/11/2025","","84.69","","0.3 G","","8ec369ff-2fef-4740-879d-7a584bc355d7","ADULT",,0.07 %,0.18 %,0.28 %,0.27 %,0.09 %,,,,2.06 %,0.58 %,,,,93.5 %,
"07/27/2025","08:13 AM","03/27/2025","10:40:41","eb95479b-8473-44ce-a849-92b46afe03a3","d323db2a-cefe-48f4-a6e2-c65d7b08e6bc","1A41103000002BE000077423","BRZT5-2","RE000727","FLOWER","PRE-PACK","KIND TREE","KIND TREE 3.5G DIRTY KUSH BREATH FLOWER","HYBRID","","1.000000","0.000000","0.000000","15.000000","3.5","GRAMS","15.000000000000","28.0","28.0","QUARANTINE","03/27/2025","10:46:58","12/16/2024","# 5142 (AU)","0001028352","","","EVERYDAY STEALS","","S0U","TERRASCEND NJ","MM000005","","","06/12/2025","","","","3.5 G","","87b9dd0e-52b6-47e3-bcf6-c57598ba5af1","ADULT",0.04 %,0.11 %,0.03 %,0.37 %,0.09 %,0.04 %,,0.04 %,0.04 %,0.11 %,,,0.18 %,,20.95 %,23.79 %
"07/27/2025","08:13 AM","05/29/2025","14:31:41","53c3e8ab-1f6a-45d5-881a-14a4e1c1afbb","4633b98b-5f59-489d-8814-fbafa80e66ae","1A4110300001CE9000206465","WO5UY-ADJ-1","RE000727","PREROLL","FLOWER","DOGWALKERS","DOGWALKERS 1.75G TRES DAWG IX X TRES OG 5 PK PREROLL","INDICA","","1.000000","0.000000","0.000000","9.990000","1.75","GRAMS","9.990000000000","30.0","30.0","A. LIVE ADULT USE PRODUCTS","05/29/2025","14:42:55","05/28/2025","# 208149","0001069555","","","RELAXED,EUPHORIC,CREATIVE,MULTI-PACK,EARTHY,SWEET,SPICY","","p2E","GREEN THUMB INDUSTRIES","","","","09/27/2025","","","","1.75 G","","acd100dd-286c-4883-8f05-adec2e4e9f77","ADULT",,0.1 %,0.1 %,0.36 %,0.9 %,0.12 %,,,,0.45 %,,,1.03 %,,22.66 %,23.81 %
"07/27/2025","08:13 AM","04/07/2025","14:12:29","5e194503-b5b8-4393-88ed-7c042614ffc2","22c0cde0-0296-40bc-a91a-5667822b6f87","1A4110300006E8D000004837","HBW0T-ADJ-1","RE000727","PREROLL","FLOWER","SNEAKY PETE'S","SNEAKY PETE'S 1G PALOMA SPRITZ INFUSED PREROLL","HYBRID","","1.000000","0.000000","0.000000","11.000000","1","GRAMS","11.000000000000","22.0","22.0","A. LIVE ADULT USE PRODUCTS","04/07/2025","14:23:46","04/04/2025","M0438 (AU)","","","","INFUSED,1G","","LKa","GARDEN GREENS NJ","mc000000001","","","09/24/2025","","","","1 G","","3f2246e3-087a-4bb2-8cf6-a0ecc940a878","ADULT",0.06 %,0.19 %,0.02 %,0.41 %,0.52 %,0.02 %,,,,,0.15 %,,0.14 %,,37.92 %,24.92 %
"07/27/2025","08:13 AM","04/07/2025","14:12:29","5e194503-b5b8-4393-88ed-7c042614ffc2","f2a26b0b-0caf-40b9-9137-bbee8f0c65b8","1A4110300006E8D000004835","HRKG3-ADJ-2","RE000727","PREROLL","FLOWER","SNEAKY PETE'S","SNEAKY PETE'S 1G HEIR HEADS INFUSED PREROLL","HYBRID","","1.000000","0.000000","0.000000","11.000000","1","GRAMS","11.000000000000","22.0","22.0","A. LIVE ADULT USE PRODUCTS","04/07/2025","14:23:46","04/04/2025","M0438 (AU)","","","","1G,SNEAKY PETE'S,INFUSED","","4eP","GARDEN GREENS NJ","mc000000001","","","09/24/2025","","","","1 G","","5807717e-e313-461f-8794-db1921dd8588","ADULT",0.09 %,0.4 %,0.02 %,0.74 %,0.09 %,0.03 %,,,,,,,0.31 %,,38.78 %,29.64 %
"07/27/2025","08:13 AM","06/26/2025","13:37:45","985c8084-f90b-42ae-9b28-0ccee8e087e9","c7f8472e-4d23-4577-8886-482a478dec0d","1A4110300006339000025586","TV2E7-ADJ-1","RE000727","EDIBLE","GUMMY","WYLD","WYLD 100MG 10PK 1:1 BLOOD ORANGE THC:CBC GUMMIES","SATIVA","","1.000000","0.000000","0.000000","11.050000","100","MILLIGRAMS","11.050000000000","26.0","26.0","A. LIVE ADULT USE PRODUCTS","06/26/2025","13:46:45","05/29/2025","#000753","0001088508","","","CREATIVE,ADVENTUROUS,MOOD & CLARITY,THC:CBC,EDIBLE,1:1,WYLD,SATIVA,100MG 10PK,GUMMY,RATIO,BLOOD ORANGE,BLOOD ORANGE","","jYk","WYLD","M000117","","","11/22/2025","","100.0","","100 MG","","b6f4b59e-6fba-4006-975b-ccead45d8132","ADULT",
"07/27/2025","08:13 AM","05/15/2025","17:12:04","870fac98-4497-408f-9e0f-b8e5b6fd0906","a4b0cddb-8673-4c57-9d5c-a8b977d2ff88","1A411030000445D000016189","CIQUQ","RE000727","EDIBLE","GUMMY","CAMINO SOURS","CAMINO SOURS STRAWBERRY SUNSET CHILL 100MG 10 PK GUMMIES","INDICA","","2.000000","0.000000","0.000000","12.000000","100","MILLIGRAMS","24.000000000000","24.0","48.0","A. LIVE ADULT USE PRODUCTS","05/15/2025","18:35:49","05/14/2025"," # 594234 ( AU )","0001060296","","","100MG 10PK,GUMMY","","qNn","GARDEN SOCIETY","m00000001","","","10/01/2025","","100.0","","100 MG","","164370b4-a350-4a41-951b-30ca6dd0321d","ADULT",
